Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Months,Sales,City,Time (Hour),Minutes,Grouped Products
177178,Lightning Charging Cable,1,14.95,2019-04-07 00:02:00,"342 Dogwood St, Seattle, WA 98101",4,14.95, Seattle (WA),0,2,"iPhone,Lightning Charging Cable"
177181,Apple Airpods Headphones,1,150.0,2019-04-09 00:49:00,"309 8th St, Los Angeles, CA 90001",4,150.0, Los Angeles (CA),0,49,"Wired Headphones,Apple Airpods Headphones"
177182,ThinkPad Laptop,1,999.99,2019-04-10 22:00:00,"332 10th St, Los Angeles, CA 90001",4,999.99, Los Angeles (CA),22,0,"Macbook Pro Laptop,ThinkPad Laptop"
177184,Flatscreen TV,1,300.0,2019-04-01 16:49:00,"289 Hill St, Atlanta, GA 30301",4,300.0, Atlanta (GA),16,49,"AA Batteries (4-pack),Flatscreen TV"
177198,USB-C Charging Cable,2,11.95,2019-04-06 16:07:00,"154 6th St, New York City, NY 10001",4,23.9, New York City (NY),16,7,"Vareebadd Phone,USB-C Charging Cable"
177201,Lightning Charging Cable,1,14.95,2019-04-26 16:13:00,"505 River St, Los Angeles, CA 90001",4,14.95, Los Angeles (CA),16,13,"USB-C Charging Cable,Lightning Charging Cable"
177213,Lightning Charging Cable,1,14.95,2019-04-25 10:04:00,"756 Lincoln St, Dallas, TX 75001",4,14.95, Dallas (TX),10,4,"iPhone,Lightning Charging Cable"
177228,AA Batteries (4-pack),1,3.84,2019-04-17 19:38:00,"233 South St, Dallas, TX 75001",4,3.84, Dallas (TX),19,38,"Google Phone,AA Batteries (4-pack)"
177254,AAA Batteries (4-pack),2,2.99,2019-04-21 02:12:00,"689 Cherry St, Boston, MA 02215",4,5.98, Boston (MA),2,12,"AA Batteries (4-pack),AAA Batteries (4-pack)"
177256,AA Batteries (4-pack),1,3.84,2019-04-28 21:34:00,"789 11th St, San Francisco, CA 94016",4,3.84, San Francisco (CA),21,34,"Bose SoundSport Headphones,AA Batteries (4-pack)"
177300,Apple Airpods Headphones,1,150.0,2019-04-03 21:33:00,"276 Lincoln St, Los Angeles, CA 90001",4,150.0, Los Angeles (CA),21,33,"20in Monitor,Apple Airpods Headphones"
177367,USB-C Charging Cable,1,11.95,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",4,11.95, San Francisco (CA),7,52,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
177367,Bose SoundSport Headphones,1,99.99,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",4,99.99, San Francisco (CA),7,52,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
177398,AAA Batteries (4-pack),1,2.99,2019-04-13 21:54:00,"640 8th St, Los Angeles, CA 90001",4,2.99, Los Angeles (CA),21,54,"27in FHD Monitor,AAA Batteries (4-pack)"
177428,USB-C Charging Cable,1,11.95,2019-04-15 08:19:00,"481 Jefferson St, Boston, MA 02215",4,11.95, Boston (MA),8,19,"Vareebadd Phone,USB-C Charging Cable"
177441,Lightning Charging Cable,1,14.95,2019-04-16 14:38:00,"559 Elm St, Dallas, TX 75001",4,14.95, Dallas (TX),14,38,"iPhone,Lightning Charging Cable"
177443,27in 4K Gaming Monitor,1,389.99,2019-04-21 16:42:00,"23 9th St, Dallas, TX 75001",4,389.99, Dallas (TX),16,42,"Apple Airpods Headphones,27in 4K Gaming Monitor"
177448,USB-C Charging Cable,1,11.95,2019-04-24 19:38:00,"915 Forest St, Los Angeles, CA 90001",4,11.95, Los Angeles (CA),19,38,"Google Phone,USB-C Charging Cable"
177486,Google Phone,1,600.0,2019-04-21 16:24:00,"809 Highland St, Seattle, WA 98101",4,600.0, Seattle (WA),16,24,"ThinkPad Laptop,Google Phone"
177504,USB-C Charging Cable,1,11.95,2019-04-10 14:39:00,"19 Cedar St, Boston, MA 02215",4,11.95, Boston (MA),14,39,"Google Phone,USB-C Charging Cable"
177506,Apple Airpods Headphones,1,150.0,2019-04-02 07:46:00,"656 Pine St, Los Angeles, CA 90001",4,150.0, Los Angeles (CA),7,46,"iPhone,Apple Airpods Headphones"
177511,Lightning Charging Cable,1,14.95,2019-04-07 17:38:00,"719 North St, Los Angeles, CA 90001",4,14.95, Los Angeles (CA),17,38,"iPhone,Lightning Charging Cable"
177569,Google Phone,1,600.0,2019-04-27 10:31:00,"994 7th St, Los Angeles, CA 90001",4,600.0, Los Angeles (CA),10,31,"Wired Headphones,Google Phone"
177578,USB-C Charging Cable,1,11.95,2019-04-28 22:51:00,"752 Park St, Dallas, TX 75001",4,11.95, Dallas (TX),22,51,"Google Phone,USB-C Charging Cable"
177582,Wired Headphones,1,11.99,2019-04-16 17:19:00,"707 9th St, Dallas, TX 75001",4,11.99, Dallas (TX),17,19,"Bose SoundSport Headphones,Wired Headphones"
177592,Lightning Charging Cable,2,14.95,2019-04-19 11:10:00,"448 Maple St, San Francisco, CA 94016",4,29.9, San Francisco (CA),11,10,"iPhone,Lightning Charging Cable"
177638,Google Phone,1,600.0,2019-04-04 12:44:00,"261 Center St, Portland, OR 97035",4,600.0, Portland (OR),12,44,"Apple Airpods Headphones,Google Phone"
177681,Macbook Pro Laptop,1,1700.0,2019-04-01 14:07:00,"259 7th St, Dallas, TX 75001",4,1700.0, Dallas (TX),14,7,"AAA Batteries (4-pack),Macbook Pro Laptop"
177719,USB-C Charging Cable,1,11.95,2019-04-18 23:41:00,"533 Adams St, Los Angeles, CA 90001",4,11.95, Los Angeles (CA),23,41,"Google Phone,USB-C Charging Cable"
177758,Lightning Charging Cable,1,14.95,2019-04-01 19:21:00,"963 Center St, Boston, MA 02215",4,14.95, Boston (MA),19,21,"USB-C Charging Cable,Lightning Charging Cable"
177769,Lightning Charging Cable,1,14.95,2019-04-14 22:54:00,"728 Church St, Atlanta, GA 30301",4,14.95, Atlanta (GA),22,54,"iPhone,Lightning Charging Cable"
177778,Apple Airpods Headphones,1,150.0,2019-05-01 00:48:00,"478 West St, Boston, MA 02215",5,150.0, Boston (MA),0,48,"iPhone,Apple Airpods Headphones"
177782,27in 4K Gaming Monitor,1,389.99,2019-04-17 20:30:00,"29 5th St, San Francisco, CA 94016",4,389.99, San Francisco (CA),20,30,"Lightning Charging Cable,27in 4K Gaming Monitor"
177795,Apple Airpods Headphones,1,150.0,2019-04-27 19:45:00,"740 14th St, Seattle, WA 98101",4,150.0, Seattle (WA),19,45,"Apple Airpods Headphones,Apple Airpods Headphones"
177800,USB-C Charging Cable,1,11.95,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",4,11.95, Portland (ME),11,56,"Google Phone,USB-C Charging Cable,Wired Headphones"
177800,Wired Headphones,1,11.99,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",4,11.99, Portland (ME),11,56,"Google Phone,USB-C Charging Cable,Wired Headphones"
177815,Lightning Charging Cable,1,14.95,2019-04-19 20:27:00,"124 5th St, Dallas, TX 75001",4,14.95, Dallas (TX),20,27,"Apple Airpods Headphones,Lightning Charging Cable"
177861,Apple Airpods Headphones,1,150.0,2019-04-23 06:32:00,"712 Washington St, Boston, MA 02215",4,150.0, Boston (MA),6,32,"AA Batteries (4-pack),Apple Airpods Headphones"
177874,Apple Airpods Headphones,1,150.0,2019-04-04 18:23:00,"334 Willow St, Boston, MA 02215",4,150.0, Boston (MA),18,23,"iPhone,Apple Airpods Headphones"
177971,Lightning Charging Cable,1,14.95,2019-04-30 08:05:00,"81 Lincoln St, San Francisco, CA 94016",4,14.95, San Francisco (CA),8,5,"iPhone,Lightning Charging Cable"
177996,Lightning Charging Cable,1,14.95,2019-04-07 17:20:00,"37 Jackson St, Atlanta, GA 30301",4,14.95, Atlanta (GA),17,20,"iPhone,Lightning Charging Cable"
178009,USB-C Charging Cable,1,11.95,2019-04-10 16:01:00,"829 1st St, New York City, NY 10001",4,11.95, New York City (NY),16,1,"34in Ultrawide Monitor,USB-C Charging Cable"
178029,Apple Airpods Headphones,1,150.0,2019-04-06 21:15:00,"800 9th St, Los Angeles, CA 90001",4,150.0, Los Angeles (CA),21,15,"iPhone,Apple Airpods Headphones"
178106,Wired Headphones,1,11.99,2019-04-27 19:11:00,"995 Maple St, Seattle, WA 98101",4,11.99, Seattle (WA),19,11,"AAA Batteries (4-pack),Wired Headphones"
178118,AAA Batteries (4-pack),1,2.99,2019-04-27 11:48:00,"139 Dogwood St, Boston, MA 02215",4,2.99, Boston (MA),11,48,"iPhone,AAA Batteries (4-pack)"
178135,AA Batteries (4-pack),2,3.84,2019-04-13 22:31:00,"994 Center St, New York City, NY 10001",4,7.68, New York City (NY),22,31,"Lightning Charging Cable,AA Batteries (4-pack)"
178137,AA Batteries (4-pack),2,3.84,2019-04-07 05:46:00,"679 Church St, Atlanta, GA 30301",4,7.68, Atlanta (GA),5,46,"Lightning Charging Cable,AA Batteries (4-pack)"
178158,USB-C Charging Cable,1,11.95,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",4,11.95, San Francisco (CA),21,13,"Google Phone,USB-C Charging Cable,Wired Headphones,USB-C Charging Cable"
178158,Wired Headphones,1,11.99,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",4,11.99, San Francisco (CA),21,13,"Google Phone,USB-C Charging Cable,Wired Headphones,USB-C Charging Cable"
178158,USB-C Charging Cable,1,11.95,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",4,11.95, San Francisco (CA),21,13,"Google Phone,USB-C Charging Cable,Wired Headphones,USB-C Charging Cable"
178162,Lightning Charging Cable,1,14.95,2019-04-09 10:49:00,"888 North St, Seattle, WA 98101",4,14.95, Seattle (WA),10,49,"iPhone,Lightning Charging Cable"
178168,Macbook Pro Laptop,1,1700.0,2019-04-21 14:48:00,"583 Washington St, New York City, NY 10001",4,1700.0, New York City (NY),14,48,"AA Batteries (4-pack),Macbook Pro Laptop"
178190,Wired Headphones,1,11.99,2019-04-02 18:10:00,"811 14th St, Atlanta, GA 30301",4,11.99, Atlanta (GA),18,10,"Vareebadd Phone,Wired Headphones"
178221,Lightning Charging Cable,1,14.95,2019-04-21 11:21:00,"722 13th St, Boston, MA 02215",4,14.95, Boston (MA),11,21,"Flatscreen TV,Lightning Charging Cable"
178242,Lightning Charging Cable,1,14.95,2019-04-17 15:29:00,"681 2nd St, Austin, TX 73301",4,14.95, Austin (TX),15,29,"iPhone,Lightning Charging Cable"
178258,Apple Airpods Headphones,1,150.0,2019-04-22 01:00:00,"479 9th St, Los Angeles, CA 90001",4,150.0, Los Angeles (CA),1,0,"iPhone,Apple Airpods Headphones"
178280,Lightning Charging Cable,1,14.95,2019-04-08 12:34:00,"806 Madison St, San Francisco, CA 94016",4,14.95, San Francisco (CA),12,34,"iPhone,Lightning Charging Cable"
178290,ThinkPad Laptop,1,999.99,2019-04-09 17:37:00,"647 Cedar St, Portland, ME 04101",4,999.99, Portland (ME),17,37,"Wired Headphones,ThinkPad Laptop"
178404,USB-C Charging Cable,1,11.95,2019-04-06 21:10:00,"425 2nd St, Seattle, WA 98101",4,11.95, Seattle (WA),21,10,"Bose SoundSport Headphones,USB-C Charging Cable"
178412,Wired Headphones,1,11.99,2019-04-05 18:58:00,"743 Forest St, New York City, NY 10001",4,11.99, New York City (NY),18,58,"Vareebadd Phone,Wired Headphones"
178432,USB-C Charging Cable,1,11.95,2019-04-13 14:17:00,"40 12th St, Seattle, WA 98101",4,11.95, Seattle (WA),14,17,"Bose SoundSport Headphones,USB-C Charging Cable"
178523,20in Monitor,1,109.99,2019-04-08 13:54:00,"840 Jefferson St, Boston, MA 02215",4,109.99, Boston (MA),13,54,"USB-C Charging Cable,20in Monitor"
178525,AA Batteries (4-pack),2,3.84,2019-04-01 15:55:00,"537 Lakeview St, Los Angeles, CA 90001",4,7.68, Los Angeles (CA),15,55,"AAA Batteries (4-pack),AA Batteries (4-pack)"
178527,Bose SoundSport Headphones,1,99.99,2019-04-05 23:17:00,"169 Wilson St, Los Angeles, CA 90001",4,99.99, Los Angeles (CA),23,17,"AA Batteries (4-pack),Bose SoundSport Headphones"
178572,27in 4K Gaming Monitor,1,389.99,2019-04-21 09:16:00,"177 Pine St, San Francisco, CA 94016",4,389.99, San Francisco (CA),9,16,"USB-C Charging Cable,27in 4K Gaming Monitor"
178749,Lightning Charging Cable,1,14.95,2019-04-30 15:53:00,"972 Hickory St, San Francisco, CA 94016",4,14.95, San Francisco (CA),15,53,"iPhone,Lightning Charging Cable"
178781,Wired Headphones,1,11.99,2019-04-03 16:47:00,"655 1st St, San Francisco, CA 94016",4,11.99, San Francisco (CA),16,47,"Google Phone,Wired Headphones"
178825,Apple Airpods Headphones,1,150.0,2019-04-02 14:00:00,"705 Center St, Atlanta, GA 30301",4,150.0, Atlanta (GA),14,0,"iPhone,Apple Airpods Headphones"
178886,Wired Headphones,1,11.99,2019-04-08 16:11:00,"207 Spruce St, Atlanta, GA 30301",4,11.99, Atlanta (GA),16,11,"Google Phone,Wired Headphones"
178954,USB-C Charging Cable,1,11.95,2019-04-17 17:12:00,"400 11th St, Boston, MA 02215",4,11.95, Boston (MA),17,12,"Google Phone,USB-C Charging Cable"
178989,USB-C Charging Cable,1,11.95,2019-04-10 12:30:00,"891 Jefferson St, San Francisco, CA 94016",4,11.95, San Francisco (CA),12,30,"Vareebadd Phone,USB-C Charging Cable"
178990,USB-C Charging Cable,1,11.95,2019-04-10 01:39:00,"417 13th St, San Francisco, CA 94016",4,11.95, San Francisco (CA),1,39,"Google Phone,USB-C Charging Cable"
179000,Lightning Charging Cable,1,14.95,2019-04-23 22:23:00,"181 Cedar St, San Francisco, CA 94016",4,14.95, San Francisco (CA),22,23,"iPhone,Lightning Charging Cable"
179028,Bose SoundSport Headphones,1,99.99,2019-04-12 14:56:00,"774 12th St, Seattle, WA 98101",4,99.99, Seattle (WA),14,56,"27in 4K Gaming Monitor,Bose SoundSport Headphones"
179057,USB-C Charging Cable,1,11.95,2019-04-10 21:39:00,"820 13th St, New York City, NY 10001",4,11.95, New York City (NY),21,39,"Google Phone,USB-C Charging Cable"
179076,USB-C Charging Cable,1,11.95,2019-05-01 00:17:00,"635 Chestnut St, San Francisco, CA 94016",5,11.95, San Francisco (CA),0,17,"Google Phone,USB-C Charging Cable"
179108,AAA Batteries (4-pack),1,2.99,2019-04-21 15:09:00,"828 West St, New York City, NY 10001",4,2.99, New York City (NY),15,9,"Lightning Charging Cable,AAA Batteries (4-pack)"
179128,Apple Airpods Headphones,1,150.0,2019-04-26 19:20:00,"10 Ridge St, San Francisco, CA 94016",4,150.0, San Francisco (CA),19,20,"iPhone,Apple Airpods Headphones"
179162,USB-C Charging Cable,1,11.95,2019-04-23 16:51:00,"513 Sunset St, New York City, NY 10001",4,11.95, New York City (NY),16,51,"Google Phone,USB-C Charging Cable"
179226,Macbook Pro Laptop,1,1700.0,2019-04-09 19:45:00,"332 Adams St, New York City, NY 10001",4,1700.0, New York City (NY),19,45,"34in Ultrawide Monitor,Macbook Pro Laptop"
179270,Lightning Charging Cable,1,14.95,2019-04-01 20:38:00,"36 River St, Los Angeles, CA 90001",4,14.95, Los Angeles (CA),20,38,"iPhone,Lightning Charging Cable"
179311,USB-C Charging Cable,1,11.95,2019-04-09 01:35:00,"611 13th St, Austin, TX 73301",4,11.95, Austin (TX),1,35,"Wired Headphones,USB-C Charging Cable"
179328,AA Batteries (4-pack),1,3.84,2019-04-01 19:19:00,"780 River St, San Francisco, CA 94016",4,3.84, San Francisco (CA),19,19,"Wired Headphones,AA Batteries (4-pack)"
179340,Apple Airpods Headphones,1,150.0,2019-04-28 10:37:00,"391 Center St, San Francisco, CA 94016",4,150.0, San Francisco (CA),10,37,"Macbook Pro Laptop,Apple Airpods Headphones"
179357,USB-C Charging Cable,1,11.95,2019-04-01 22:28:00,"740 Lakeview St, Dallas, TX 75001",4,11.95, Dallas (TX),22,28,"Google Phone,USB-C Charging Cable"
179377,AA Batteries (4-pack),1,3.84,2019-04-18 19:29:00,"830 8th St, Los Angeles, CA 90001",4,3.84, Los Angeles (CA),19,29,"USB-C Charging Cable,AA Batteries (4-pack)"
179379,Bose SoundSport Headphones,1,99.99,2019-04-12 15:28:00,"288 Washington St, Los Angeles, CA 90001",4,99.99, Los Angeles (CA),15,28,"Google Phone,Bose SoundSport Headphones"
179434,20in Monitor,1,109.99,2019-04-24 14:26:00,"263 Washington St, New York City, NY 10001",4,109.99, New York City (NY),14,26,"Macbook Pro Laptop,20in Monitor"
179453,Wired Headphones,1,11.99,2019-04-19 15:18:00,"644 Chestnut St, Austin, TX 73301",4,11.99, Austin (TX),15,18,"iPhone,Wired Headphones"
179485,USB-C Charging Cable,1,11.95,2019-04-30 11:29:00,"393 Cedar St, Dallas, TX 75001",4,11.95, Dallas (TX),11,29,"Vareebadd Phone,USB-C Charging Cable"
179514,USB-C Charging Cable,1,11.95,2019-04-26 16:05:00,"743 South St, Dallas, TX 75001",4,11.95, Dallas (TX),16,5,"Google Phone,USB-C Charging Cable"
179530,USB-C Charging Cable,1,11.95,2019-04-03 17:32:00,"854 Wilson St, San Francisco, CA 94016",4,11.95, San Francisco (CA),17,32,"Google Phone,USB-C Charging Cable"
179538,Bose SoundSport Headphones,1,99.99,2019-04-04 20:48:00,"219 Hickory St, New York City, NY 10001",4,99.99, New York City (NY),20,48,"Vareebadd Phone,Bose SoundSport Headphones"
179540,Lightning Charging Cable,1,14.95,2019-04-11 12:53:00,"488 Hill St, Austin, TX 73301",4,14.95, Austin (TX),12,53,"iPhone,Lightning Charging Cable"
179544,Flatscreen TV,1,300.0,2019-04-03 16:22:00,"791 Pine St, San Francisco, CA 94016",4,300.0, San Francisco (CA),16,22,"Wired Headphones,Flatscreen TV"
179653,Flatscreen TV,1,300.0,2019-04-15 16:53:00,"304 Washington St, Portland, OR 97035",4,300.0, Portland (OR),16,53,"AA Batteries (4-pack),Flatscreen TV"
179745,USB-C Charging Cable,1,11.95,2019-04-05 10:48:00,"209 South St, San Francisco, CA 94016",4,11.95, San Francisco (CA),10,48,"Google Phone,USB-C Charging Cable"
179808,27in FHD Monitor,1,149.99,2019-04-04 09:50:00,"952 1st St, Atlanta, GA 30301",4,149.99, Atlanta (GA),9,50,"USB-C Charging Cable,27in FHD Monitor"
179820,USB-C Charging Cable,1,11.95,2019-04-03 08:40:00,"85 Hill St, Boston, MA 02215",4,11.95, Boston (MA),8,40,"Google Phone,USB-C Charging Cable"
179835,Wired Headphones,1,11.99,2019-04-21 16:38:00,"158 Center St, Portland, OR 97035",4,11.99, Portland (OR),16,38,"Google Phone,Wired Headphones"
179837,USB-C Charging Cable,1,11.95,2019-04-04 11:11:00,"568 Hill St, New York City, NY 10001",4,11.95, New York City (NY),11,11,"Google Phone,USB-C Charging Cable"
179885,Bose SoundSport Headphones,1,99.99,2019-04-26 17:53:00,"369 13th St, New York City, NY 10001",4,99.99, New York City (NY),17,53,"20in Monitor,Bose SoundSport Headphones"
179944,AA Batteries (4-pack),1,3.84,2019-04-28 09:38:00,"704 Highland St, New York City, NY 10001",4,3.84, New York City (NY),9,38,"Flatscreen TV,AA Batteries (4-pack)"
179966,Lightning Charging Cable,1,14.95,2019-04-15 08:40:00,"979 13th St, New York City, NY 10001",4,14.95, New York City (NY),8,40,"iPhone,Lightning Charging Cable"
179969,Wired Headphones,1,11.99,2019-04-21 16:14:00,"729 9th St, Atlanta, GA 30301",4,11.99, Atlanta (GA),16,14,"Google Phone,Wired Headphones"
179998,Apple Airpods Headphones,1,150.0,2019-04-01 21:17:00,"686 Pine St, New York City, NY 10001",4,150.0, New York City (NY),21,17,"iPhone,Apple Airpods Headphones"
180000,Lightning Charging Cable,1,14.95,2019-04-15 11:01:00,"704 11th St, New York City, NY 10001",4,14.95, New York City (NY),11,1,"iPhone,Lightning Charging Cable"
180031,USB-C Charging Cable,1,11.95,2019-04-22 15:33:00,"534 10th St, Atlanta, GA 30301",4,11.95, Atlanta (GA),15,33,"Vareebadd Phone,USB-C Charging Cable"
180108,AA Batteries (4-pack),4,3.84,2019-04-12 13:56:00,"789 Center St, Atlanta, GA 30301",4,15.36, Atlanta (GA),13,56,"Bose SoundSport Headphones,AA Batteries (4-pack)"
180135,Wired Headphones,1,11.99,2019-04-13 14:46:00,"334 1st St, Seattle, WA 98101",4,11.99, Seattle (WA),14,46,"Google Phone,Wired Headphones"
180161,ThinkPad Laptop,1,999.99,2019-04-16 07:56:00,"598 Meadow St, Boston, MA 02215",4,999.99, Boston (MA),7,56,"USB-C Charging Cable,ThinkPad Laptop"
180207,Apple Airpods Headphones,1,150.0,2019-04-13 01:46:00,"196 7th St, Los Angeles, CA 90001",4,150.0, Los Angeles (CA),1,46,"Apple Airpods Headphones,Apple Airpods Headphones"
180213,AAA Batteries (4-pack),1,2.99,2019-04-18 19:32:00,"161 Washington St, Boston, MA 02215",4,2.99, Boston (MA),19,32,"27in FHD Monitor,AAA Batteries (4-pack)"
180227,Bose SoundSport Headphones,1,99.99,2019-04-04 10:52:00,"149 8th St, New York City, NY 10001",4,99.99, New York City (NY),10,52,"USB-C Charging Cable,Bose SoundSport Headphones"
180237,AAA Batteries (4-pack),1,2.99,2019-04-18 12:35:00,"746 1st St, Seattle, WA 98101",4,2.99, Seattle (WA),12,35,"iPhone,AAA Batteries (4-pack)"
180322,iPhone,1,700.0,2019-04-13 14:03:00,"732 10th St, San Francisco, CA 94016",4,700.0, San Francisco (CA),14,3,"USB-C Charging Cable,iPhone"
180333,Wired Headphones,1,11.99,2019-04-14 09:15:00,"442 Madison St, Seattle, WA 98101",4,11.99, Seattle (WA),9,15,"AA Batteries (4-pack),Wired Headphones"
180353,AA Batteries (4-pack),1,3.84,2019-04-22 11:58:00,"628 Ridge St, Portland, OR 97035",4,3.84, Portland (OR),11,58,"27in FHD Monitor,AA Batteries (4-pack)"
180365,Google Phone,1,600.0,2019-04-23 21:27:00,"414 13th St, Los Angeles, CA 90001",4,600.0, Los Angeles (CA),21,27,"Lightning Charging Cable,Google Phone"
180370,USB-C Charging Cable,1,11.95,2019-04-17 12:55:00,"758 Park St, Los Angeles, CA 90001",4,11.95, Los Angeles (CA),12,55,"Google Phone,USB-C Charging Cable"
180382,AAA Batteries (4-pack),2,2.99,2019-04-19 14:20:00,"151 8th St, San Francisco, CA 94016",4,5.98, San Francisco (CA),14,20,"AA Batteries (4-pack),AAA Batteries (4-pack)"
180397,Apple Airpods Headphones,2,150.0,2019-04-21 10:30:00,"757 West St, Los Angeles, CA 90001",4,300.0, Los Angeles (CA),10,30,"AA Batteries (4-pack),Apple Airpods Headphones"
180399,Lightning Charging Cable,1,14.95,2019-04-11 15:57:00,"535 Johnson St, Austin, TX 73301",4,14.95, Austin (TX),15,57,"iPhone,Lightning Charging Cable"
180406,Lightning Charging Cable,1,14.95,2019-04-19 15:42:00,"845 4th St, Los Angeles, CA 90001",4,14.95, Los Angeles (CA),15,42,"Bose SoundSport Headphones,Lightning Charging Cable"
